edu_complete,ever_smoke,age_first_smoke,days_per_month_smoke,ever_drink,age_first_drink,days_per_month_drink,ever_marijuana,age_first_marijuana,days_per_month_marijuana,gang_around,ever_attack,drug_sell,gender,race,parent_religion,parents_income,age_months,family_struct,residency_change,rural_urban,sampling_weight
7,1,10,10,1,7,3,1,12,11,1,0,0,2,5,1,13000,159,1,1,1,37829
8,0,,,0,,,0,,,1,0,0,1,5,,,198,2,,1,43545
7,1,6,0,0,,,0,,,1,0,0,1,5,,,180,3,,1,44811
6,1,6,3,0,,,0,,,0,0,0,1,5,,,169,3,,1,41344
8,1,13,3,1,13,4,1,13,30,1,1,0,2,2,10,,202,4,11,1,46764
8,1,14,30,1,14,0,1,15,10,0,0,0,1,2,10,,202,4,11,1,56898
8,1,12,0,0,,,1,12,0,1,0,0,2,2,10,,189,4,11,1,60180
6,1,,,,,,,,,0,1,0,1,2,10,,173,4,11,1,48324
6,1,12,1,0,,,0,,,,1,0,1,2,10,,157,4,2,1,56678
6,0,,,1,11,0,0,,,0,0,0,2,2,2,,161,4,1,1,56641
7,1,10,1,0,,,0,,,1,0,0,2,2,,,167,9,,1,55054
7,0,,,0,,,0,,,1,0,0,2,5,1,,189,1,4,1,34917
9,0,,,1,15,0,1,16,0,0,0,0,1,5,,,198,1,,1,45791
10,0,,,0,,,0,,,1,0,0,1,5,1,,205,4,2,1,49208
8,1,14,0,1,15,0,1,14,0,1,0,0,2,5,1,,198,1,8,1,44351
6,0,,,0,,,0,,,0,0,0,2,5,,,163,4,,1,37263
9,0,,,0,,,0,,,1,0,0,1,5,1,,193,1,1,1,52573
8,0,,,0,,,0,,,1,0,0,2,5,1,,194,1,1,1,37304
5,0,,,0,,,0,,,1,0,0,2,5,1,,154,1,1,1,42327
8,1,16,30,1,13,22,1,15,30,1,1,1,1,2,2,21000,205,9,2,1,59221
7,0,,,1,15,1,0,,,1,1,0,1,2,2,21000,185,4,1,1,53231
6,1,11,20,0,,,0,,,1,0,1,1,2,2,21000,163,10,1,1,58993
5,0,,,0,,,0,,,0,0,1,1,2,2,21000,152,4,1,1,58993
9,0,,,1,13,2,0,,,0,0,0,1,2,,,196,8,,1,59221
8,0,,,1,14,5,0,,,0,0,0,1,2,,,183,8,,1,53231
8,1,10,0,1,11,12,1,14,0,1,1,0,1,2,,,183,8,,1,53231
6,0,,,0,,,0,,,1,0,0,1,2,2,,153,8,1,1,58993
5,0,,,0,,,0,,,1,1,0,1,2,,,162,8,,1,53555
10,0,,,1,15,0,0,,,1,0,0,1,5,1,,206,1,2,1,55737
8,0,,,0,,,0,,,0,1,0,1,5,1,,172,1,2,1,52919
9,1,13,0,1,14,4,0,,,1,1,0,1,2,2,35000,200,1,1,1,72827
8,0,,,1,14,0,0,,,1,0,0,1,2,3,51000,185,1,1,1,65460
9,1,13,0,1,13,0,0,,,0,0,0,2,2,2,36000,177,4,1,1,74087
9,1,14,0,1,13,2,0,,,0,0,0,1,2,1,50000,182,4,1,1,61853
10,1,15,28,1,15,12,1,15,20,1,0,0,1,5,1,65000,206,1,1,1,58874
7,0,,,0,,,0,,,1,0,0,1,5,1,65000,156,1,1,1,52751
6,0,,,0,,,0,,,1,0,0,2,1,1,2000,153,1,1,1,50936
8,1,15,20,0,,,0,,,0,0,0,2,2,2,,213,4,1,,48008
8,0,,,0,,,0,,,0,0,0,2,2,2,,203,4,1,,61781
7,1,12,20,1,14,0,0,,,0,0,0,1,2,2,,187,4,1,,49610
7,0,,,0,,,0,,,0,0,0,1,2,2,12000,171,4,1,,52823
4,0,,,1,13,1,0,,,0,0,0,1,2,2,4000,162,4,1,1,52823
8,0,,,0,,,0,,,0,0,0,2,2,2,7000,180,4,2,1,59422
7,0,,,0,,,0,,,0,0,0,2,2,2,7000,161,4,1,1,56518
7,0,,,0,,,0,,,0,0,0,2,2,3,4000,161,4,2,1,56518
5,1,10,0,1,9,0,0,,,0,0,0,1,2,2,11776,148,1,1,0,55187
7,1,12,0,0,,,0,,,1,1,0,1,2,3,10000,165,4,1,0,50100
8,0,,,0,,,0,,,0,0,0,2,2,2,,185,4,1,0,58596
7,1,14,0,0,,,1,14,0,0,0,0,1,2,2,,181,1,2,0,47053
6,0,,,1,12,1,0,,,0,0,0,2,2,3,22000,157,4,1,,59393
7,0,,,0,,,0,,,0,1,0,1,2,2,22000,178,4,3,,50672
7,0,,,0,,,0,,,1,0,0,1,2,2,22000,162,4,3,,53954
6,0,,,0,,,0,,,0,0,0,1,2,2,9156,161,4,1,,53954
7,0,,,0,,,0,,,0,0,0,2,2,2,7000,173,1,1,1,60694
9,1,16,1,1,15,0,0,,,,0,0,1,2,,,193,4,,1,50672
7,0,,,0,,,0,,,0,0,0,2,2,,,170,4,,1,59393
7,0,,,1,14,0,0,,,0,0,0,1,2,2,250,195,4,2,,53627
6,0,,,0,,,0,,,0,0,0,1,2,2,,184,4,1,1,53627
10,1,14,12,1,15,10,0,,,0,0,0,2,1,11,15000,201,1,1,,43297
6,0,,,0,,,0,,,0,0,0,1,2,2,24000,154,4,2,,58186
7,0,,,0,,,0,,,0,0,0,2,2,2,,172,4,2,,56518
8,0,,,0,,,0,,,0,0,0,1,2,2,,187,1,1,1,49796
7,1,12,0,1,12,0,0,,,0,1,0,1,2,2,,155,1,1,1,55187
9,0,,,1,14,0,0,,,0,0,0,1,2,3,31000,180,4,1,1,47053
9,0,,,0,,,0,,,1,0,0,1,2,2,,179,1,1,1,47053
10,0,,,0,,,0,,,1,0,0,2,2,10,28000,191,4,1,1,58596
10,0,,,1,15,0,0,,,1,0,0,1,2,3,,197,1,1,1,49796
10,0,,,0,,,0,,,1,1,0,2,2,2,36000,192,1,1,1,58596
7,0,,,1,11,0,0,,,1,0,0,2,2,2,36000,155,1,1,1,55150
9,0,,,0,,,0,,,0,0,0,2,2,,,187,2,,1,60138
8,1,1,0,1,14,2,0,,,1,0,0,2,2,13,,179,1,3,1,57842
8,1,10,15,0,,,0,,,0,0,0,1,2,2,,181,2,1,1,48291
6,0,,,0,,,0,,,1,0,0,1,2,2,,185,4,1,1,48291
7,0,,,0,,,0,,,1,0,0,1,2,2,,155,4,1,1,56639
5,0,,,0,,,0,,,1,0,0,1,2,3,,173,2,1,1,47053
11,0,,,1,14,0,0,,,1,0,0,2,2,2,14000,202,1,1,1,45534
6,0,,,0,,,0,,,0,0,0,2,2,,,154,2,,1,58836
10,0,,,1,2,0,0,,,1,0,0,2,2,2,19000,192,4,1,1,62512
9,0,,,0,,,0,,,1,0,0,2,2,2,10000,188,4,2,1,62512
7,0,,,0,,,0,,,1,0,0,2,2,2,10000,160,4,1,1,58836
9,0,,,1,13,4,0,,,1,0,0,2,2,3,36000,183,4,1,1,60125
8,0,,,0,,,0,,,1,0,0,1,2,2,16400,183,8,1,1,50197
9,1,14,1,1,13,1,0,,,0,1,0,1,2,2,,192,1,1,1,53124
10,1,15,0,0,,,0,,,1,1,0,1,2,2,43000,191,1,1,1,53124
9,1,12,30,1,13,20,1,10,30,1,1,1,1,2,,,199,1,,1,59103
9,0,,,0,,,0,,,0,1,0,1,2,2,18700,187,4,1,1,49985
6,0,,,0,,,0,,,0,0,0,1,2,2,18700,152,4,1,1,55396
10,1,16,0,0,,,1,16,1,0,0,0,2,2,2,13000,202,2,2,1,45706
6,0,,,0,,,0,,,1,0,0,1,2,2,13000,158,2,2,1,55396
9,0,,,0,,,0,,,0,0,0,1,2,10,,192,4,1,1,49985
6,0,,,0,,,0,,,0,0,0,1,2,10,2200,159,4,1,1,50290
4,0,,,0,,,0,,,0,0,0,2,2,10,2200,150,4,3,1,55359
9,0,,,0,,,0,,,1,1,1,2,2,,,197,4,,1,45706
8,0,,,1,15,0,0,,,1,0,0,2,2,10,,195,4,1,1,45706
7,0,,,0,,,0,,,0,0,0,1,2,10,,184,4,1,1,49985
7,1,8,0,0,,,0,,,1,0,0,2,2,2,,170,2,3,1,54598
8,0,,,0,,,0,,,0,0,0,1,2,3,,174,1,1,1,51028
7,0,,,0,,,0,,,0,0,0,1,2,2,,167,1,1,1,51028
9,0,,,0,,,0,,,0,0,0,2,2,2,65000,194,1,2,1,59682
6,0,,,0,,,0,,,1,0,0,1,2,2,10000,153,1,3,1,56209
7,1,12,30,0,,,1,13,0,1,1,0,1,2,10,11000,174,2,2,1,48259
6,0,,,0,,,0,,,1,0,0,2,2,10,11000,150,2,3,1,56564
9,1,15,1,1,14,1,0,,,0,0,0,2,2,2,3000,189,2,2,0,58596
6,1,12,1,1,12,1,0,,,0,0,0,2,2,2,3000,152,2,1,0,55150
8,1,13,4,1,13,0,0,,,1,0,0,2,2,2,14000,178,4,1,0,66137
8,0,,,0,,,0,,,1,1,0,1,2,2,,169,8,1,,58792
7,0,,,0,,,0,,,1,1,0,1,2,2,,185,8,3,,58436
10,0,,,0,,,0,,,0,0,0,2,2,2,,204,4,1,,53434
9,1,12,0,1,13,1,0,,,1,0,0,1,2,2,,189,1,2,0,58436
7,1,12,0,1,13,1,0,,,0,0,0,1,2,2,,180,1,1,0,55216
6,0,,,1,11,0,0,,,0,0,0,1,2,2,,160,1,1,0,58792
6,1,11,0,1,7,0,0,,,0,1,0,1,2,2,,150,1,1,0,64761
7,0,,,1,8,0,0,,,0,0,0,1,2,2,3000,176,4,1,,55216
8,1,13,1,0,,,0,,,0,0,0,1,1,1,21000,191,4,5,0,91126
9,1,16,0,1,14,0,1,15,0,1,0,1,2,1,1,4200,193,4,1,0,64660
6,1,9,0,0,,,1,12,1,1,0,0,2,1,1,4200,159,4,1,0,73366
8,0,,,1,13,1,0,,,0,0,0,1,2,2,17000,179,2,5,0,94105
7,0,,,0,,,0,,,0,0,0,1,1,1,,172,8,1,0,80512
6,0,,,0,,,1,12,0,0,0,0,2,1,1,,154,8,1,0,73366
7,0,,,0,,,0,,,0,0,0,1,2,,8000,178,4,3,0,94105
9,0,,,1,14,0,1,14,0,1,0,0,1,5,1,2300,199,4,4,1,84799
7,0,,,1,12,0,1,12,0,0,0,0,1,5,1,2300,174,4,3,1,87264
7,1,13,0,1,13,3,1,13,5,1,0,1,2,1,1,36000,175,1,1,1,65640
10,0,,,1,14,4,1,15,3,1,0,0,1,1,1,15000,203,4,1,1,84799
8,1,13,30,1,13,3,1,13,15,1,0,1,1,1,1,15000,189,4,1,1,91126
6,0,,,0,,,0,,,1,0,0,2,1,1,15000,157,4,1,1,73366
7,0,,,0,,,0,,,0,0,0,1,2,2,,166,8,1,1,53954
8,0,,,0,,,0,,,0,0,0,1,1,1,10000,181,4,1,1,35345
10,1,13,0,1,10,3,1,13,0,1,0,0,1,5,1,40000,201,1,1,1,45661
8,1,,0,1,9,0,0,,,1,0,0,1,5,,,166,9,,1,43353
7,1,12,5,1,11,4,1,13,1,1,1,0,1,5,1,,179,4,4,1,46988
8,1,15,0,0,,,1,14,0,1,0,0,2,5,1,17000,191,4,2,1,36061
6,1,12,0,1,12,0,0,,,1,1,0,1,5,1,17000,157,4,,1,42373
6,0,,,0,,,0,,,1,0,0,2,5,,,157,5,,1,40916
9,1,13,0,1,9,0,1,13,3,1,1,1,1,5,1,29000,199,2,1,1,47292
6,0,,,0,,,0,,,1,1,0,1,5,1,,161,2,1,1,44901
9,0,,,1,14,6,0,,,1,0,0,1,5,1,24000,196,1,1,1,47292
7,0,,,0,,,0,,,0,0,0,1,1,1,,174,1,1,1,48666
7,1,12,24,1,12,4,1,13,1,1,1,1,1,2,2,8200,172,1,1,1,45111
10,1,16,0,1,14,0,1,16,0,0,0,0,2,2,,,206,4,,1,47077
10,0,,,0,,,0,,,0,0,0,2,2,2,,194,4,,1,60583
8,0,,,0,,,0,,,0,0,0,2,2,,,179,4,,1,58269
9,0,,,0,,,0,,,0,0,0,2,2,2,3000,186,4,2,1,60583
8,0,,,0,,,0,,,0,0,0,1,2,2,3600,187,1,1,1,51484
7,0,,,0,,,0,,,0,0,0,2,2,2,3600,171,1,1,1,58269
5,0,,,0,,,0,,,1,0,0,2,2,2,3600,156,1,1,1,57020
7,0,,,0,,,0,,,1,0,0,1,2,11,,167,4,1,1,51798
9,0,,,0,,,0,,,0,0,0,2,2,2,10000,191,9,2,1,60583
6,0,,,0,,,0,,,1,0,0,2,2,2,10000,163,9,1,1,55422
7,1,13,2,1,13,1,1,14,2,1,1,1,1,2,2,4000,172,4,1,1,51798
8,0,,,0,,,0,,,0,0,0,1,2,2,,199,2,2,,57278
7,0,,,0,,,0,,,1,0,0,1,2,2,,184,2,1,,51484
5,0,,,0,,,0,,,0,0,0,2,2,2,,154,1,1,,57020
9,1,16,3,1,16,9,0,,,1,0,0,2,2,2,10400,201,4,2,1,45534
7,1,12,0,1,12,0,1,1,0,1,0,0,2,2,2,10400,164,4,1,1,53605
9,0,,,0,,,0,,,0,0,0,2,2,2,18000,192,1,1,1,60099
9,0,,,0,,,0,,,1,0,0,2,2,2,10500,199,4,2,,46701
7,0,,,1,15,0,0,,,0,0,0,1,2,2,10500,186,4,2,,51073
7,0,,,0,,,0,,,1,0,0,2,2,2,10500,174,4,2,,57804
10,1,11,0,1,12,0,0,,,0,0,0,2,2,2,10000,204,4,2,1,46701
8,1,13,0,1,10,0,0,,,0,0,0,1,2,2,34000,180,4,1,1,48259
8,0,,,0,,,0,,,0,0,0,1,2,,,192,1,,1,51073
7,0,,,0,,,0,,,0,0,0,2,2,1,,154,1,1,1,56564
6,0,,,0,,,0,,,1,0,0,1,2,2,,161,1,1,1,71299
7,1,13,0,1,12,0,0,,,0,0,0,2,2,2,,173,1,1,1,80206
7,1,14,0,0,,,0,,,0,0,0,2,2,12,5000,183,1,1,1,83391
9,0,,,1,16,0,0,,,1,0,0,2,2,2,,199,1,1,1,57952
9,0,,,1,15,5,0,,,1,0,0,1,2,2,,199,1,1,1,70510
6,0,,,0,,,0,,,1,1,0,1,2,2,,162,2,1,,117075
6,0,,,1,11,0,0,,,1,1,0,2,2,2,,153,1,1,1,128876
7,0,,,1,12,0,0,,,1,1,0,1,2,3,,174,4,3,1,109954
5,0,,,0,,,0,,,1,1,1,1,2,3,,153,4,1,1,128962
5,0,,,0,,,0,,,0,1,0,1,2,3,,153,4,1,1,128962
8,0,,,0,,,0,,,0,0,0,2,2,2,,192,4,4,1,136930
7,0,,,0,,,0,,,0,0,0,2,2,2,,180,4,4,1,131701
6,0,,,0,,,0,,,1,0,0,2,2,5,,155,4,1,1,784047
10,1,10,4,1,12,2,0,,,1,0,0,1,2,2,,204,4,2,1,787603
6,0,,,0,,,0,,,0,0,0,1,2,2,,159,4,1,1,784566
6,1,6,0,1,11,0,1,12,1,0,0,0,2,2,2,,158,2,2,1,61278
9,1,13,2,1,13,0,0,,,0,0,0,1,2,2,,205,4,2,1,60415
8,0,,,0,,,0,,,0,0,0,2,2,2,,187,4,7,1,63900
6,0,,,0,,,0,,,1,0,0,2,2,2,,156,4,1,1,60142
7,0,,,1,14,2,0,,,0,0,0,2,5,1,29000,182,1,1,1,35791
7,0,,,0,,,0,,,0,0,0,2,2,13,1000,174,8,1,1,61460
4,0,,,0,,,0,,,1,1,0,2,2,13,1000,152,8,1,1,60142
4,0,,,0,,,0,,,1,0,0,2,2,13,1000,150,8,1,1,60142
8,0,,,0,,,0,,,0,0,0,1,2,11,52000,169,1,2,1,54839
10,1,12,0,0,,,1,14,0,1,0,0,1,5,1,21000,206,4,3,1,46410
11,1,15,0,1,14,0,0,,,1,1,0,2,5,,,203,1,,1,44950
8,1,12,0,1,11,1,1,14,0,1,0,0,1,5,,,183,1,,1,47759
10,1,10,0,0,,,0,,,0,0,0,1,5,1,15000,202,5,2,1,46410
6,1,12,5,1,11,2,0,,,0,0,0,1,1,4,30000,159,4,1,1,44064
11,0,,,1,14,4,0,,,1,0,0,1,2,2,36000,205,2,3,1,62697
7,1,14,1,1,14,2,0,,,1,1,0,2,2,,,190,1,,1,63782
9,1,13,0,1,10,0,1,13,0,1,1,0,2,2,2,57000,195,1,2,1,66314
8,1,13,0,0,,,1,13,0,1,1,0,1,2,2,57000,180,1,2,1,53250
8,0,,,1,14,1,0,,,1,0,0,2,5,1,,181,1,5,1,32820
6,1,10,1,1,13,1,1,13,1,1,0,0,1,5,,,169,4,,1,40256
9,1,8,0,1,12,6,1,9,0,1,1,1,1,5,1,25000,203,2,2,1,42399
5,0,,,0,,,0,,,1,0,0,1,5,11,16000,157,1,2,1,37990
6,0,,,0,,,0,,,1,0,0,1,5,1,6500,150,1,4,1,38386
8,1,10,15,1,12,2,1,11,0,1,1,0,1,5,1,14000,183,1,2,1,44086
11,1,14,20,1,14,1,1,15,3,1,1,0,1,5,1,19000,205,4,1,1,42841
6,0,,,0,,,0,,,1,0,0,2,1,2,,159,1,1,1,37065
9,,,,1,15,0,0,,,1,1,0,1,5,1,9000,196,2,2,1,46038
9,1,13,0,1,12,7,1,12,0,1,1,1,1,1,,,186,1,,1,44086
8,0,,,1,13,0,0,,,1,0,0,2,1,1,27000,165,1,1,1,36529
5,0,,,1,11,1,0,,,1,0,0,1,5,1,,150,1,1,1,38386
11,1,14,2,1,14,0,1,15,0,1,0,0,2,5,1,30000,204,1,1,1,41493
9,1,13,0,0,,,0,,,0,0,0,1,5,1,30000,168,1,1,1,40675
8,0,,,1,14,1,1,14,1,1,0,0,1,5,1,,182,4,2,1,46008
6,0,,,0,,,0,,,1,0,0,2,5,1,,153,4,1,1,39805
8,1,14,0,1,12,0,1,14,0,1,1,1,2,5,1,,196,1,1,1,44561
6,1,11,0,1,11,0,1,12,0,1,1,1,1,5,1,,150,1,1,1,41223
10,1,14,0,1,13,0,1,13,0,1,1,0,2,5,1,,200,1,1,1,44561
8,1,14,0,1,13,0,1,13,10,1,0,0,1,5,1,,182,1,1,1,49441
9,0,,,0,,,0,,,1,1,0,1,5,1,,187,1,1,1,49441
7,1,13,0,1,11,2,0,,,1,1,0,2,5,1,,169,1,1,1,39229
7,1,13,2,1,8,2,0,,,1,0,0,2,5,1,,167,1,1,1,39229
8,0,,,1,14,0,0,,,1,0,0,2,5,1,,179,4,2,1,35613
5,0,,,0,,,0,,,1,0,0,2,5,1,,154,4,2,1,39805
6,1,13,0,0,,,0,,,1,1,0,1,1,,,169,4,,1,41223
10,0,,,0,,,1,15,2,0,0,0,1,2,2,36000,199,5,4,1,60115
6,0,,,0,,,0,,,1,0,0,1,2,2,36000,154,5,1,1,59884
11,0,,,1,15,0,0,,,1,0,0,1,5,1,,208,1,1,1,46008
7,0,,,0,,,0,,,0,0,0,2,5,1,,153,1,1,1,39805
7,0,,,0,,,1,13,0,1,1,0,1,5,1,,170,1,1,1,43682
9,1,16,1,1,14,3,0,,,1,0,0,2,5,,,205,1,,1,35082
7,0,,,1,14,3,1,13,0,1,1,0,1,5,,,184,1,,1,47345
8,1,12,2,1,10,0,0,,,1,0,0,2,5,1,16000,181,1,2,1,33583
8,1,14,1,0,,,0,,,0,0,0,1,5,,,181,1,,1,44646
8,1,12,15,1,14,0,1,14,0,1,1,1,1,5,1,,208,1,1,1,43385
7,0,,,0,,,1,13,1,0,1,0,1,5,,,169,2,,0,40256
8,1,14,0,0,,,0,,,1,0,0,2,5,1,,194,4,1,0,41066
8,0,,,1,13,0,0,,,1,0,0,1,5,1,,198,1,2,0,42399
8,1,11,0,0,,,1,12,0,1,0,0,1,5,1,,168,1,1,0,40256
9,1,15,0,1,14,3,1,14,0,1,1,1,1,5,,,199,1,,1,42399
9,1,14,0,1,13,1,1,16,0,1,0,1,1,5,1,14000,203,1,1,1,42399
6,1,11,0,1,10,3,1,13,0,0,0,0,1,5,1,14000,163,1,1,1,40256
9,1,15,0,1,14,2,0,,,1,1,0,1,5,1,,193,2,3,1,45563
7,1,13,4,0,,,1,13,1,1,0,0,2,5,1,,177,1,3,1,32820
7,1,11,0,0,,,1,12,0,1,0,0,2,5,1,,166,1,3,1,36152
9,0,,,0,,,0,,,0,0,0,2,5,1,,193,2,2,1,32330
6,0,,,0,,,0,,,1,0,0,2,5,1,,152,1,1,1,36683
8,1,11,19,1,12,11,1,12,10,1,1,1,1,5,,,191,1,,1,45563
7,0,,,0,,,0,,,0,0,0,1,5,,,168,1,,1,40256
9,1,14,0,0,,,0,,,0,0,0,1,5,1,,191,1,1,0,45563
9,1,13,0,1,13,1,0,,,0,0,0,1,5,,,182,1,,0,43632
5,0,,,0,,,0,,,0,0,0,1,5,1,2000,158,1,2,0,37990
9,1,15,1,1,15,2,0,,,1,0,1,1,5,1,,192,1,3,0,45563
6,0,,,0,,,0,,,1,0,0,2,5,1,,159,1,4,0,36152
12,0,,,0,,,0,,,0,0,0,2,5,1,,205,1,2,0,41066
9,0,,,0,,,0,,,0,0,0,2,5,1,,179,1,2,0,32820
7,0,,,0,,,0,,,0,0,0,2,5,1,,156,1,1,0,36683
7,0,,,0,,,0,,,1,0,0,1,5,1,2000,166,4,1,0,40256
10,1,15,2,1,14,10,0,,,1,1,0,2,5,1,6000,200,2,1,1,424375
7,1,13,0,1,10,0,1,13,0,1,0,0,1,1,1,,170,4,4,1,46864
7,0,,,0,,,0,,,0,0,0,1,1,1,5000,175,4,10,1,46864
9,1,12,17,1,14,28,1,12,20,1,1,1,1,1,2,25000,190,4,1,1,48938
10,1,7,0,1,12,0,1,14,0,1,0,1,2,1,1,1400,202,9,4,1,41066
5,0,,,0,,,0,,,0,0,0,2,1,1,7000,146,4,9,1,36683
7,0,,,0,,,0,,,0,0,0,1,1,,,172,1,,1,43632
7,0,,,0,,,0,,,1,0,0,2,1,,,161,1,,1,36152
5,0,,,0,,,0,,,1,0,0,1,1,1,,149,1,,1,37990
7,0,,,0,,,0,,,1,0,0,2,1,1,29000,167,1,1,1,36152
9,0,,,0,,,0,,,0,0,0,2,1,12,,197,1,1,1,41066
8,0,,,0,,,0,,,0,0,0,2,1,1,,185,1,1,1,32330
6,0,,,0,,,0,,,0,0,0,2,1,1,,155,1,1,1,36683
8,0,,,0,,,0,,,1,0,0,2,1,1,5400,177,1,1,1,32820
9,0,,,0,,,0,,,1,0,0,2,1,1,1440,195,2,1,1,41066
7,0,,,0,,,0,,,1,0,0,1,1,1,1440,161,1,1,1,40256
7,1,8,4,1,2,12,1,10,0,1,0,0,1,1,1,,171,4,3,1,43632
6,0,,,0,,,0,,,0,0,0,2,1,1,,152,4,1,1,36683
10,0,,,1,15,1,1,15,1,1,0,0,1,1,1,,206,4,4,1,42399
8,1,13,0,1,13,1,1,14,0,1,1,0,2,1,1,,179,4,5,1,32820
6,0,,,0,,,0,,,1,0,0,1,1,1,9500,178,2,1,1,48619
6,0,,,0,,,0,,,0,0,0,1,1,1,13100,157,4,1,1,42332
6,0,,,0,,,0,,,0,0,0,2,1,1,,152,1,1,1,40876
6,0,,,0,,,0,,,0,0,0,1,1,1,4500,167,1,1,1,44857
10,1,14,2,1,16,0,1,15,0,1,0,1,1,1,13,8000,198,1,1,1,47246
8,0,,,1,11,1,0,,,1,1,0,1,1,13,8000,178,1,1,1,48619
6,0,,,0,,,0,,,1,0,0,2,1,1,8000,152,4,1,1,40876
7,0,,,1,7,0,0,,,1,0,0,2,1,1,12000,165,1,1,1,66519
7,0,,,0,,,0,,,0,0,0,1,1,1,16000,171,2,3,1,74070
8,0,,,0,,,0,,,1,0,0,2,1,4,23000,176,2,1,1,60388
9,0,,,1,13,0,0,,,1,1,0,2,1,1,14400,181,4,1,1,60388
8,0,,,1,14,2,1,14,0,1,0,0,2,1,2,,181,2,4,1,365337
7,0,,,0,,,0,,,0,0,0,2,1,12,16000,178,1,1,0,35183
7,0,,,0,,,0,,,1,0,0,1,1,12,16000,166,1,1,0,43154
8,1,12,0,1,14,2,0,,,0,0,0,1,5,,,185,1,,0,48843
6,0,,,0,,,0,,,0,0,0,2,5,,,158,1,,0,39324
9,1,13,0,0,,,0,,,1,0,0,1,5,1,700,195,2,1,0,48843
9,0,,,0,,,0,,,1,0,0,2,5,1,10600,191,4,1,0,34658
8,0,,,0,,,0,,,1,0,0,2,5,1,10600,180,4,1,0,35183
7,0,,,0,,,0,,,1,0,0,2,5,1,10600,166,4,1,0,38755
6,0,,,0,,,0,,,0,0,0,1,5,1,3800,163,1,1,1,43154
9,0,,,0,,,0,,,1,0,0,1,5,1,,196,4,1,1,48843
8,1,14,0,1,8,0,0,,,1,1,0,1,5,1,,181,4,1,1,46773
10,0,,,1,15,1,1,15,0,1,0,0,2,5,1,,206,2,1,1,44022
8,0,,,0,,,0,,,0,0,0,1,5,1,,181,2,1,1,46773
6,0,,,0,,,0,,,1,0,0,2,5,1,,154,2,1,1,39324
9,0,,,0,,,0,,,0,0,0,2,5,,,204,1,,1,41066
7,0,,,0,,,0,,,1,0,0,1,5,,,179,1,,1,43632
9,0,,,0,,,1,15,0,0,0,0,2,5,1,,185,1,1,1,32330
9,0,,,1,14,0,0,,,1,0,0,2,5,1,,185,1,1,1,32330
7,0,,,0,,,0,,,1,1,0,1,5,1,,165,1,1,1,40256
9,0,,,0,,,0,,,1,0,0,2,5,1,6000,195,1,1,1,32330
8,0,,,0,,,0,,,0,0,0,2,5,1,6000,183,1,1,1,32820
9,0,,,0,,,0,,,1,0,0,2,5,11,,201,4,3,1,418514
9,1,11,0,1,15,2,1,15,3,1,0,0,2,5,5,15000,192,4,2,1,329488
7,1,13,0,1,13,0,0,,,1,0,0,1,5,1,,171,4,2,1,43495
8,1,14,0,1,13,0,0,,,1,0,0,1,1,2,20000,184,2,3,1,47143
6,0,,,1,13,0,0,,,1,1,0,2,1,2,20000,173,2,2,1,35461
7,0,,,0,,,1,11,2,1,0,1,1,5,12,,167,2,1,1,43495
6,0,,,0,,,0,,,1,0,0,2,5,1,200,151,4,3,1,39634
8,1,13,1,1,14,0,1,12,4,1,0,0,1,5,1,12000,174,4,2,1,435866
7,0,,,0,,,0,,,1,0,0,2,1,1,10000,179,4,2,1,36607
7,1,8,0,0,,,0,,,1,0,0,1,5,1,2000,161,1,1,1,42373
9,0,,,0,,,0,,,1,0,0,2,1,1,,171,4,1,1,36607
7,0,,,1,14,0,0,,,1,0,0,2,5,1,26000,169,1,2,1,36692
5,0,,,0,,,0,,,0,0,0,1,5,1,26000,159,1,2,1,38557
10,0,,,0,,,0,,,1,1,0,1,2,2,37000,194,4,1,1,50540
7,1,14,1,0,,,0,,,1,1,0,1,5,1,5000,189,,3,1,46243
8,1,13,0,1,14,0,0,,,0,0,0,1,5,1,25000,183,1,,1,46243
5,0,,,0,,,0,,,0,0,0,2,5,1,5000,170,,2,1,36692
11,0,,,0,,,0,,,1,0,0,1,2,3,60000,201,1,1,1,56227
8,0,,,0,,,0,,,1,0,0,1,2,3,60000,174,1,2,1,47755
8,1,15,1,1,14,1,1,13,0,1,0,0,1,1,1,43000,190,1,1,1,46829
7,0,,,0,,,0,,,1,0,0,2,1,,,162,1,,1,37156
6,1,11,0,1,11,0,0,,,1,0,0,2,1,1,,165,1,3,1,37156
7,1,11,10,1,11,30,1,11,1,1,1,0,2,1,1,5000,166,4,2,1,37156
9,0,,,1,14,0,0,,,1,0,0,1,5,1,,189,1,1,1,56561
6,0,,,0,,,0,,,1,0,0,2,5,1,,157,1,1,1,45537
10,0,,,0,,,0,,,1,1,0,1,1,1,24000,202,4,2,1,52634
10,0,,,1,14,0,0,,,1,0,0,1,1,1,,204,1,1,1,51670
8,0,,,0,,,0,,,0,0,0,1,1,1,,180,1,1,1,53171
7,1,14,0,0,,,0,,,0,0,0,2,1,1,,173,1,1,1,39996
8,1,10,0,1,12,7,1,12,13,1,1,1,1,1,1,39000,183,4,2,1,55525
6,0,,,0,,,0,,,1,1,0,1,1,1,39000,148,4,1,1,46296
10,0,,,0,,,0,,,1,1,0,1,1,1,,206,1,3,1,51670
8,0,,,0,,,0,,,0,0,0,1,1,1,,183,1,2,1,53171
